appid,support,title,version
cloud_inspector,developer,Cloud Inspector,1.0.20
scma,developer,Cloud Migration Assessment App for Splunk (SCMA),4.2.9
585ebdc8-0936-11eb-a1fc-0ad2ea1eb23b,developer,Cloud Security Monitoring (CSM),Not Specified
TA-cloudgenix_flow,developer,CloudGenix Flow Add-on for Splunk,1.0.0
vss-splunk-app,developer,CloudHealth Secure State Splunk App,0.5
TA-CloudKnox,developer,CloudKnox Add-on for Splunk,1.2.0
CloudKnoxAppforSplunk,developer,CloudKnox App for Splunk,1.2.0
TA-cloudsploit,not_supported,CloudSploit Add-on For Splunk,1.0.0
CloudSploit,not_supported,CloudSploit App For Splunk,1.0.0
cloudflare,developer,Cloudflare App for Splunk,1.0.3
TA-cloudflare,developer,Cloudflare Technology Add-on for Splunk,1.0.0
Clumio,developer,Clumio,1.0.0
TA-clumio-audit-logs-ingester,developer,Clumio Audit Logs Ingester,1.0.0
cluster_index_manager,not_supported,Cluster Index Manager for Splunk,1.2.1
44d9e9fc-5ad9-11e8-9245-02ce97626b76,not_supported,CobaltSplunk,Not Specified
TA-code-dx,developer,Code Dx Enterprise Security Add-On,1.0.0
TA-code42-insider-threats-add-on,developer,Code42 Insider Threat,1.0.1
TA-cofense-ar,not_supported,Cofense Intelligence Adaptive Response Actions,1.0.4
TA-cofenseintelligence,developer,Cofense Intelligence Add-On,4.0.0
cofenseintelligence,not_supported,Cofense Intelligence Data Explorer,3.0.8
TA-cofense-phishme,not_supported,Cofense PhishMe Unofficial API Connector,1.0.0
TA-cofense-triage-add-on-for-splunk,developer,Cofense Triage Add-On,2.0.1
cognia-receiver,not_supported,Cognia Event Receiver,1.1.3
1ee154b2-562f-11e5-94fc-0aed84b7c0b3,not_supported,Collectd App for Splunk Enterprise,Not Specified
command_ta,developer,Command Modular Input,1.1
itmip_neo4j_cmdm,developer,Common Metadata Data Model (CMDM),0.0.3
df1ad918-e0f8-11e8-a886-0a7daf9fb606,developer,Compliance GDPR,Not Specified
1f590bd6-33da-11eb-85f6-02c65895b235,developer,Compliance Management and Automation Application,Not Specified
4d4272ba-c5f4-11e6-9fcb-0a14ce84f5d1,not_supported,Compuware Abend-AID Analytics,Not Specified
d3f8b778-5f90-4f07-a698-1cf139bbbde7,not_supported,Conducive App for HL7,Not Specified
27e289a8-b830-11e8-bd15-0687782f0cac,not_supported,Conducive Archiver for Splunk Enterprise,Not Specified
conf_editor,developer,Conf Editor for Splunk,0.1.0
SA-conf_inspector,not_supported,Conf Inspector,0.1
config_explorer,developer,Config Explorer,0.8
config-merger,developer,Config Merger,1.0.0
config_quest,developer,Config Quest,3.0.1
ta-confversion,not_supported,Configuration Monitoring TA for Splunk,1.0.0
config_analytics,not_supported,Configurations Analytics App for Splunk,1
contrast,not_supported,Contrast Security,1.0.0
csv-api-handler,not_supported,Convert CSV File to ReST API,1.0.0
base10convert,not_supported,Convert Decimal number to any Base,1
CorelightForSplunk,developer,Corelight App For Splunk,2.3.2
Correlation_Search_Audit,developer,Correlation Search Audit,7.0.2
Corvil,developer,Corvil Connector for Splunk,1.2.2
TA-Couchbase,not_supported,Couchbase Add-on for Splunk,1
countercraft,developer,CounterCraft Deception Director,1.0.0
covid19_sideview,developer,Covid19,0.2
crestron_app,developer,Crestron App,0.0.1
LogStream_Metrics,developer,Cribl LogStream Metrics,1.0.2
ztap_app,not_supported,Critical Start Security Operations,1.0.10
ataportal_app,not_supported,Critical Start Security Operations Add-on,1.0.0
dad10704-d27a-11ea-bfb0-063ea18fdad4,developer,Cross-Cloud Splunk Platform Indexes Migration,Not Specified
CrowdStrike_App,developer,CrowdStrike App,2.0.3
TA-crowdstrike-falcon-data-replicator,developer,CrowdStrike Falcon Data Replicator (FDR) Technical Add-On,1.6.5
TA-crowdstrike-falcon-devices,developer,CrowdStrike Falcon Devices Technical Add-On,2.1.3
TA-crowdstrike-falcon-event-streams,developer,CrowdStrike Falcon Event Streams Technical Add-On,2.1.0
TA-crowdstrike-intel-indicators,developer,CrowdStrike Intel Indicator Technical Add-On,2.0.8
TA-cryptosuite,not_supported,Crypto and Encoding Add-On,2.0b
curl_command,developer,Curl Command,1.0.0
Curl_search,developer,Curl search,1.0.0
custom_chart_viz,not_supported,Custom Chart Viz,1.0.2
viz_clustermap,not_supported,Custom Cluster Map Visualization,1.2
custom-image-map-viz,not_supported,Custom Image Map Visualization,1.0.1
custom-radar-chart-viz,not_supported,Custom Radar Chart Visualization,1.1.1
aplura_viz_markdown,developer,Custom Viz - Markdown Renderer,1.0.1
aplura_viz_scatterplot_matrix,not_supported,Custom Viz - Scatterplot Matrix,1.1.0
TA-onyphe,developer,Custom command for ONYPHE API,1.0.0
custom_viz_multiselect_table,not_supported,CustomViz Multiselect Table,1
Splunk_CS_Toolkit,not_supported,Customer Success Toolkit for Splunk,2.6.4
TA-cygraph-for-splunk,developer,CyGraph Splunk Integration,1.0.0
cyara_pulse_app_for_splunk,developer,Cyara Pulse,1.1.0
cyber_recon,developer,Cyber Recon Investigative Hunt Network Baseline,1.0.0
TA-cyber-triage,developer,Cyber Triage,1.0.0
cyberchef,developer,CyberChef for Splunk,1.0.0
CyberCommands,developer,CyberCommands,1.0.0
api-connector-splunk,developer,CyberGRX,1.0.2
TA-cybersponse,not_supported,CyberSponse Add-on for Splunk,2.4.9
cyberx_platform,not_supported,CyberX ICS Threat Monitoring for Splunk,1.1.1
CybereasonForSplunk,developer,Cybereason For Splunk,1.4.1
cyberpion_security_logs,developer,Cyberpion Security,1.0.0
TA_sixgill_darkfeed,developer,Cybersixgill Darkfeed,1.2.1
cybersixgill_darkfeed_enrichment,developer,Cybersixgill Darkfeed Enrichment,1.0.0
TA-cyborgsecurity,developer,Cyborg Security Contextualized Intelligence and Detections,1.1.0
TA-cyences,developer,Cyences Add-on for Splunk,1.0.0
cyences_app_for_splunk,developer,Cyences App for Splunk,1.0.0
TA-cyjax-threat-intelligence,developer,Cyjax Threat Intelligence,1.0.0
TA-cylance_protect,developer,CylancePROTECT Add-on for Splunk Enterprise,1.5.6
cylance_protect,developer,CylancePROTECT App for Splunk,1.5.6
cylus,developer,Cylus rail cybersecurity app for Splunk,0.1.0
TA-cynerio-connector,not_supported,Cynerio Splunk Connector,2.0.1
cyrus,developer,Cyrus,0.0.1
TA-cyware-app,developer,Cyware Fusion and Threat Response (CFTR) Add-On for Splunk,1.0.0
TA-cyware-orchestration,developer,Cyware Orchestration Add On for Splunk,1.0.0
TA-cyware-ctix,developer,Cyware Threat Intelligence eXchange (CTIX),1.0.0
TA-d3-ei,developer,D3 Adaptive Response Alert Action,8.3.7
d3_alert,not_supported,D3 Custom Alert Action,9.0.64
TA-D3,not_supported,D3 Cyber Incident Response Integration for Splunk,9.0.65
TA-DB_CyberTech,not_supported,DB CyberTech Splunk Add-on,2.1.1
App_DB_Cybertech,not_supported,DB Cybertech Splunk Application,2.1.0
ddos_detector,developer,DDoS Detector for Splunk,1.1.42
decrypt2,developer,DECRYPT2,2.3.3
dga_analysis,not_supported,DGA App for Splunk,2.5
DHCP_Insight,not_supported,DHCP Insight,0.02
e931f99e-4ad9-11ea-9f8d-0a1fcc6c3c02,developer,DNS App for Splunk,Not Specified
DNS_Insight,developer,DNS Insight,0.0.8
7cad629a-15c4-11e9-8f2c-063fe8d0add8,developer,DRYiCE iControl,Not Specified
TA-dtexubi,developer,DTEX Workforce Cyber Intelligence Platform - Splunk Add-on,3.0.0
dtexubi,developer,DTEX Workforce Cyber Intelligence Platform - Splunk App,3.0.1
TA-DUOSecurity2FA,not_supported,DUO Log Add-on for Splunk,1.0.0
sh_darksky_curl,not_supported,Dark Sky API Search Command,1.0.0
223e5956-33b3-11e9-bb87-0a3678d97ad6,not_supported,DarkSky - Dark Sky Photography with Splunk,Not Specified
darktrace,developer,Darktrace App for Splunk,1.0.8
TA-splunk-dashboard-screenshot,developer,Dashboard Image Scheduler,1.0.0
splunk_dashboard_monitoring,not_supported,Dashboard Monitoring,1
DA-LDAP,not_supported,Dashboard use cases for TA-LDAP,1
data_collection_monitor_app,developer,Data Collection Monitor,0.2.1
f9b77fda-da81-11eb-8c15-02c13fb04365,developer,Data Management,Not Specified
a95ef4f8-db46-11eb-b560-0ac6592faf19,developer,Data Utilization,Not Specified
data_volume_calculator,not_supported,Data Volume Calculator for Splunk,1.5
TA-datadog,not_supported,DataDog Event Custom Alert Action,2.0.0
dataflare,not_supported,DataFlare,Not Specified
TA-Databricks,developer,Databricks Add-on for Splunk,1.0.0
TA-splunk-add-on-for-datadog-api,developer,Datadog Add-on for Splunk,1.0.12
day_night_map_viz,developer,Day Night Map Viz,1.0.2
splunk_ta_deceptionlogic,developer,Deception Logic Splunk App,1.0.0
deciaml2ip,not_supported,Decimal to IP,1
TA-deconz_collector,not_supported,Deconz Collector,1.0.0
mltk-container,not_supported,Deep Learning Toolkit for Splunk,3.5.0
TA-defender-atp-status-check,developer,Defender ATP Status Check Add-on,1.0.0
deleter,developer,Deleter,0.0.1
TA-dellecs,developer,Dell EMC ECS Add-on for Splunk,1.0.0
DellECSAppforSplunk,developer,Dell EMC ECS App for Splunk,1.0.0
TA_EMC-Isilon,developer,Dell EMC Isilon Add-on for Splunk Enterprise,2.7.0
EMC-app-Isilon,developer,Dell EMC Isilon App for Splunk Enterprise,2.5.0
TA-dell-emc-networker-add-on-for-splunk,developer,Dell EMC Networker Add-on for Splunk,0.9.0
TA-dell_powerflex,developer,Dell EMC PowerFlex Add-on for Splunk,1.0.0
dell_powerflex_app_for_splunk,developer,Dell EMC PowerFlex App for Splunk,1.0.0
TA-DellEMC_VMAX,developer,Dell EMC PowerMax Add-on for Splunk,3.0.0
Dell-EMC-app-VMAX,developer,Dell EMC PowerMax App For Splunk Enterprise,3.0.0
TA-dell-emc-powerstore-add-on-for-splunk,developer,Dell EMC PowerStore Add-on for Splunk,0.9.0
dell-emc-redfish-idrac,developer,Dell EMC iDRAC Redfish For Splunk Enterprise,1.0.0
delphix,not_supported,Delphix,1.0.0
delphix_dashboards,developer,Delphix Dashboards,1.0.3
TA-Demisto,developer,Demisto Add-on for Splunk,3.0.6
demisto,not_supported,Demisto App for Splunk,1.0.2
dendrogram_viz,developer,Dendrogram Viz,1.0.3
departures-board-viz,developer,Departures Board Viz,1.1.0
TA-detectiontechniquedeepdive,not_supported,Detection Technique Deep Dive,1.0.0
dev-splunk-ops,not_supported,DevSplunkOps,0.1.0
developer_gadgets,not_supported,Developer Gadgets App for Splunk,1.0.0
TA-Digital_Defense_FVM_Add-on_for_Splunk,not_supported,Digital Defense - Frontline VM Add-on for Splunk,1.3.8
TA-dg_arc,developer,Digital Guardian ARC Add-On for Splunk,1.0.2
digitalguardian,developer,Digital Guardian ARC App for Splunk,1.0.10
digitalguardian_web,not_supported,Digital Guardian App for Splunk Enterprise,2.0.3
logiq,not_supported,Digital Guardian DGDiag Log App,1.1.0
TA-digital-shadows,developer,Digital Shadows Add-on for Splunk,2.0.0
digital-shadows,developer,Digital Shadows App for Splunk,2.0.1
diode_receiver,not_supported,Diode Receiver Add-On,1
diode_sender,not_supported,Diode Sender Add-On,1
smartmon,not_supported,Disk Monitoring,0.5
Distiamo,developer,Distiamo,1.0.0
TA_Distinct_Performance_Inputs,developer,Distinct Performance Inputs,1.0.0
distinct_windows_performance,developer,Distinct Windows Performance App For Metrics,1.0.0
django,not_supported,Django Monitoring,1.3.1
docker_simple,developer,Docker Simple,1.0.0
TA_docker_simple,developer,Docker Simple TA,1.1.2
docusign_monitor_ta,developer,DocuSign Monitor Add-on (TA),1.0.7
docusign_monitor_app,developer,DocuSign Monitor Dashboards and Alerts App,1.0.5
DomainTools-App-for-Splunk,developer,DomainTools App For Splunk and Splunk ES,4.1.3
TA-domaintools,developer,DomainTools App for Splunk (Legacy),3.4.3
splunk_app_dome9,not_supported,Dome9 App for Splunk,1.1
af516734-ecf9-11e4-8b5b-0a9daac7f4b2,not_supported,Dome9 Technology Add On for Splunk - Deprecated,Not Specified
dossier,not_supported,Dossier,1.0.5
doughnutpienpolarvis,not_supported,Doughnut Pie and Polar,1.0.0
TA-dragon,not_supported,Dragon NIDS addon for Splunk,1.0.0
dragos_TA,developer,Dragos Add-on for Splunk,1.0.0
dragos-splunk-app,developer,Dragos ICS Threat Detection App for Splunk,1.3.0
dragos_threat_intelligence,developer,Dragos Threat Intelligence App for Splunk,1.1.0
drivelock,developer,DriveLock App for Splunk,2.0.0
splunk-app-dropbox,not_supported,Dropbox Business App for Splunk,2.1.1
TA-druva,developer,Druva Add-on For Splunk,2.0.0
Druva,developer,Druva App For Splunk,1.0.1
duo_splunkapp,developer,Duo Splunk Connector,1.1.8
DuplicityAppForSplunk,developer,Duplicity App for Splunk,1
Climate-NLDE,developer,Dutch and German Climate Data,1
splunk-dynamodb-input,not_supported,DynamoDB Modular Input,1.1
Splunk_TA_Dynatrace,not_supported,Dynatrace Add-on for Splunk,1.2.2
splunk_app_Dynatrace,not_supported,Dynatrace App for Splunk,1.0.0
SWP_DynatraceManaged,developer,Dynatrace Integration,1
ELKomply,developer,ELKomply,1.0.1
TA-EMC-XtremIO,not_supported,EMC XtremIO Add-on for Splunk Enterprise,1
EMC-app-XtremIO,not_supported,EMC XtremIO App for Splunk Enterprise,1
TA-eot-connector-for-osisoft-pi-gateways,not_supported,EOT Connector for OSI PI Server Gateways,1.0.0
ec871276-db44-11eb-91d9-0a58b5c6f36b,developer,ES Helper,Not Specified
es-mothership,developer,ES Mothership App for Splunk,1.0.0
eview400i_insight,not_supported,EView/400i Insight for Splunk,1
EZproxy,not_supported,EZproxy App for Splunk,0.5.0
TA-EclecticIQ-Platform,developer,EclecticIQ Platform log collector and parser,1.0.1
mts_economic_analysis,developer,Economic Analysis for Splunk,0.1.1
TA-egnyte-connect,developer,Egnyte Collaborate Add-on for Splunk,1.0.0
TA-egnyte-protect,developer,Egnyte Protect Add-on For Splunk,1.0.5
Egnyte_Protect,developer,Egnyte Protect App for Splunk,1.0.4
TA-elasticsearch-data-integrator---modular-input,developer,Elasticsearch Data Integrator - Modular Input,1.0.3
a3afce22-2687-11e9-a16f-02682e273f80,not_supported,Embedded Dashboards For Splunk (EDFS),Not Specified
emoji,not_supported,Emoji,1.0.1
TA-code,developer,Encode / Decode Data for Splunk,1
encryptdecrypt,not_supported,Encrypt and Decrypt data within Events,2.2
endace,not_supported,Endace Fusion Connector,1
TA-Endgame,not_supported,Endgame API Add-on for Splunk,1.1.0
Endgame,not_supported,Endgame App for Splunk,1.1.0
DA-ESS-CbDefense,not_supported,Endpoint Standard VMware Carbon Black Cloud App,1.1.6
Splunk_TA_checkpoint-opseclea_Enosys,developer,Enosys Add-on for Check Point OPSEC LEA,1.1
Splunk_TA_cisco-estreamer_Enosys,developer,Enosys Add-on for Cisco Firepower eStreamer,1.0.0
Splunk_TA_citrix_netscaler_Enosys,developer,Enosys Add-on for Citrix Netscaler,1.2.1
Splunk_TA_contentkeeper_Enosys,developer,Enosys Add-on for ContentKeeper,2.0.2
Splunk_TA_CylanceProtect_Enosys,developer,Enosys Add-on for CylancePROTECT,1.1.3
Splunk_TA_forcepointemail_Enosys,developer,Enosys Add-on for Forcepoint Email Security,1.0.0
809309fc-e31c-11e9-8fe9-022620a06914,developer,Enosys Enhancement for Splunk Add-on for Microsoft Office 365,Not Specified
b654bdbe-748b-11ea-b610-06676674ba60,developer,Enosys Flow for CrowdStrike,Not Specified
cb_psc_for_splunk,not_supported,Enterprise EDR VMware Carbon Black Cloud App,1.0.0
85fb7b30-7a3a-11ea-8456-0af31d79abac,developer,Enterprise SAP Solman Technology Add-on for Splunk ITSI,Not Specified
es_configuration_explorer,developer,Enterprise Security Configuration Explorer,1.3.0
EnterpriseThreatMonitor,developer,Enterprise Threat Monitor for SAP,3.1.91
TA-entrust-datacard-intellitrust-add-on-for-splunk,developer,Entrust Identity as a Service Add-on for Splunk,1.3.0
EntuityApp,developer,Entuity App,1.0.0
TA_EnvoyProxy,developer,Envoy Proxy TA,1.0.0
TA-Essential8,not_supported,Essential 8 Add-on For Splunk,1.2.3
essential8-app,not_supported,Essential 8 App for Splunk,1.2.3
event_masker,developer,Event Masker,21.4.1
deductiv_hep,developer,Event Push by Deductiv,1
event-timeline-viz,developer,Event Timeline Viz,1.6.0
SA-Eventgen,splunk,Eventgen,0.6.1
splunk_app_evidentio,not_supported,Evident.io App for Splunk,1.2.6
71459be6-ecf8-11e4-b05c-0a9daac7f4b2,not_supported,Evident.io Technology Add On for Splunk  - Deprecated,Not Specified
TA-Evolven,developer,Evolven Change Analytics,1.0.0
DA-ITSI-EVOLVEN,developer,Evolven Change Analytics for Splunk ITSI,1.0.0
a9fe6178-1095-11ea-a0e3-0a045d6e7ef4,developer,Excel Add-In for Splunk by CData,Not Specified
TA-XLS,not_supported,Excel input/output and send as mail commands - TA-XLS,0.2
TA-expanse,developer,Expanse Technical Add-on,3.2.0
export_data,developer,Export Data,1
TA_extrahop,developer,ExtraHop API data input,0.2.0
TA-extrahop_addon,developer,ExtraHop Add-On for Splunk,1.0.9
extrahop_app,not_supported,ExtraHop App for Splunk,1.2.0
69e4764e-d031-11e9-8f41-0221886c508c,developer,Extreme Rules,Not Specified
xsv,not_supported,Extreme Search Visualization,1.2.7
596fe132-d030-11e9-ad2b-0ad236abcb50,developer,Extreme Vigilance,Not Specified
f1_2019_addon,not_supported,F1 2019 Add-on for Splunk,0.0.11
f1_2019_app,not_supported,F1 2019 App for Splunk,2.0.1
f1_2020_addon,not_supported,F1 2020 Add-on for Splunk,0.0.1
f1_2020_app,not_supported,F1 2020 App for Splunk,0.0.1
72e96afe-5562-11e5-9b6c-063854888a19,not_supported,F5 WAF Security,Not Specified
TA_FIX_Add-On_for_Splunk,not_supported,FIX Add-On for Splunk,1.0.0
TA_mts_federal_reserve,developer,FRED Add-On for Splunk,0.1.1
TA-ftppull,not_supported,FTP Pull Add-on for Splunk,1.4.3c
ftp_receiver,not_supported,FTP Receiver,0.5
TA-fancyalerts,not_supported,Fancy Alerts,1.0.6
FarsightAXAMDManager,developer,Farsight AXAMD Manager for Splunk,1.1.2
SA-FarsightDNSDB,developer,Farsight DNSDB for Splunk,2.0.0
ias_v7,not_supported,Field extractions for Microsoft IAS (Cloud 7+),0.1.3
file_meta_data,not_supported,File/Directory Information Input,1.0.2
fire_brigade,not_supported,Fire Brigade,2.1.1
FireEye_v3,developer,FireEye App for Splunk Enterprise v3,3.8.8
TA-fireeye-dod-add-on,developer,FireEye Detection on Demand Add On,1.0.0
FireEye_iSIGHT_Splunk_App,developer,FireEye iSIGHT Intelligence App,1.8.18
firegen_cisco_asa,not_supported,Firegen Log Analyzer for Cisco ASA,1.2
firegen_ms_iis,developer,Firegen for Microsoft IIS,1.0.0
firegen_snort,not_supported,Firegen for Snort,1.0.0
firewall_rule_analysis,developer,Firewall Rule Analysis App for Splunk,1.0.0
fitness_app,not_supported,Fitness App for Splunk,0.0.1
rectify_hostname,developer,Fix hostnames on UFs,1.0.0
TA-flashpoint-intelligence,developer,Flashpoint Add-on for Splunk,1.1.2
flashpoint,developer,Flashpoint Splunk App,1.1.1
TA-flow-control,not_supported,Flow Control App,1.0.0
flow_map_viz,developer,Flow Map Viz,1.4.11
football,not_supported,Football Headlines and Web Pages,1.0.3
force_directed_viz,splunk,Force Directed App For Splunk,3.0.3
TA-forescout_counteract_syslog,not_supported,ForeScout CounterACT Syslog Add-on for Splunk,1.0.1
ForensicInvestigator,not_supported,Forensic Investigator,1.1.4
TA-forescout_response,developer,Forescout Adaptive Response Add-on for Splunk,3.0.1
forescout_app,developer,Forescout App for Splunk,3.0.1
forescout-ot-nsm-splunk,developer,Forescout OT Network Security Monitoring for Splunk,1.0.0
TA-forescout,developer,Forescout Technology Add-on for Splunk,3.0.1
TA-FortinetAR,developer,FortiGate Active Response Add-on For Splunk Enterprise,1.0.0
Splunk_TA_fortimail,not_supported,FortiMail Add-on for Splunk,1.7.1
SplunkforFortiMail,not_supported,FortiMail App for Splunk,1.6.1
Splunk_TA_fortinet_fortigate,developer,Fortinet FortiGate Add-On for Splunk,1.6.5
SplunkAppForFortinet,developer,Fortinet FortiGate App for Splunk,1.6.1
TA-fortinet-fortisoar,developer,Fortinet FortiSOAR Add-on for Splunk,2.6.0
SplunkAddOnForFortiWeb,developer,Fortinet FortiWeb Add-0n for Splunk,1.0.1
SplunkAppForFortiWeb,developer,Fortinet FortiWeb App for Splunk,1.0.2
Splunk_TA_fortinet_fortiwebcloud,not_supported,Fortinet FortiWebCloud Add-on for Splunk,1.0.3
SplunkAppForFortiWebCloud,not_supported,Fortinet FortiWebCloud App for Splunk,1.0.3
9b31fc2e-da8b-11eb-8615-0a44f07378b7,developer,Forwarder Awareness,Not Specified
TA-forza-telemetry,developer,Forza Telemetry TA,1.1.0
freenas_splunk-master,not_supported,FreeNAS app for Splunk,0.7
FreezerInventoryAppForSplunk,developer,Freezer Inventory,1.0.0
fronius,developer,Fronius App for Splunk,0.0.1
TA-fuzzy,not_supported,Fuzzy Search for Splunk,2.0.9
ec489a64-3675-11e7-a93c-0adcf4f224ab,not_supported,Fuzzy-Guacamole,Not Specified
fuzzylookup,developer,Fuzzylookup by Deductiv,1.0.0
GSuiteForSplunk,developer,G Suite For Splunk,1.4.2
Splunk_gcp_dashboards,not_supported,GCP Application Template for Splunk,1.1.0
DA-CORE-GPG13,not_supported,GPG-13 Auditing App for Splunk Enterprise,1.1.4
TA-gtfsrt,developer,GTFS Real Time,0.1.0
Sysstat,developer,GUI for SysStat,0.3
TA_garmin,not_supported,Garmin Add-On for Splunk,1.0.0
gwlastinfosec,developer,Gatewatcher LastInfoSec CTI Feed App,1.0.6
gemini_dataquality,not_supported,Gemini Data Quality,1.5.6
gemini_kvstore_tools,not_supported,Gemini KV Store Tools,1.0.0
genesys-app-for-splunk,not_supported,Genesys App for Splunk,1.0.5
Splunk_TA_genesys-pulse,not_supported,Genesys Pulse Add-on for Splunk,1.0.0
geo_heatmap_app,not_supported,Geo Heatmap Custom Visualization,1.2
TA-geolocate,not_supported,Geolocation Lookup for Splunk,1.1.0
get_itsi_thresholds,developer,Get ITSI Thresholds custom command,1.1.8
TA-get-me,not_supported,Get Me ... Some Web data,1.1.2
security_getting_started,not_supported,Getting Started with Splunk Security,1.0.31
getwatchlist,not_supported,Getwatchlist Add-on for Splunk Enterprise,1
TA-GigamonARForSplunk,not_supported,Gigamon Adaptive Response Application for Splunk,2.0.2
Gigamon_Application_Intelligence,developer,Gigamon Application Intelligence for Splunk,1.0.0
TA-gigamon-insight-add-on-for-splunk,developer,Gigamon Insight Add-on for Splunk,2.3.7
GigamonMetadataForSplunk,developer,Gigamon Metadata Application For Splunk,1.2.1
git_for_splunk,developer,Git Version Control for Splunk,1
github_app_for_splunk,developer,GitHub App for Splunk,1.0.2
github-audit-log-monitoring-add-on-for-splunk,developer,GitHub Audit Log Monitoring Add-On for Splunk,1.0.0
TA-GitHubStats,not_supported,GitHub Stats Add-on for Splunk,0.1
TA-gitlab-add-on,not_supported,GitLab Add-On,1.2.0
TA-gitlab-auditor,developer,GitLab Project Auditor,1.0.0
splunkipwatchlist,not_supported,Global Threat Landscape/IP Watch list,2.4
TA-gmail-audit,developer,Gmail Audit,1.0.0
GoSplunk,developer,GoSplunk for Splunk,0.9.0
gogs_splunk,developer,Gogs App for Splunk,1.1.0
TA-googlebigquery,developer,Google Big Query Input,0.2.3
TA_google_chrome,not_supported,Google Chrome Add-on for Splunk,0.1.0R909c06c
google_drive,not_supported,Google Import/Export,2.0.5
830218d4-5d16-11e6-8db1-02077c21c19f,not_supported,Google Timeline Viewer,Not Specified
TA-googletraffic-matrix,not_supported,Google Traffic Add-On,1.0.0
google_workspace_for_splunk,developer,Google Workspace for Splunk,1.5.1
alert_gotify,developer,Gotify Alert Action,1.0.0
grand_central,not_supported,Grand Central App for Splunk,3.0.7
SA-Graphviz,not_supported,Graphviz,1.2
SA_GraphvizPlan,not_supported,Graphviz batch plan,0.1
greatbay,not_supported,Great Bay for Splunk,1
SA-GreyNoise,not_supported,GreyNoise,2.0.1
alert_groupme,not_supported,GroupMe Alert Action,1.0.0
TA-guardicore-add-on-for-splunk,developer,Guardicore Add-on for Splunk,1.0.0
Guardicore,developer,Guardicore App for Splunk,1.0.0
3abd4daa-accd-11e9-b974-0275b05e952c,developer,Guardium Splunk Integration,Not Specified
TA_H3C_Firewall_for_splunk,developer,H3C Firewall Add-on for Splunk,1.0.0
d2eabe88-83fe-11ea-967b-02a178fff9c8,developer,HCL BigFix Add-on for Splunk,Not Specified
TA-pci-chkWireless,not_supported,HIDS Wireless Check for PCI,1.0.0
HK_SystemsManagement,not_supported,HK Systems Management,1.0.0
TA_HL7,not_supported,HL7 Add-On for Splunk,1.13
ta_http_action,developer,HTTP Alert Action,8.1.0
maprops,not_supported,Hadoop Monitoring,1
viz_halo,not_supported,Halo - Custom Visualization,1.1.3
happysignals-input,not_supported,HappySignals Auditlog Input,1.0.3
TA-Harpoon-Security,developer,Harpoon Security,1.0.1
vault,developer,HashiCorp Vault App for Splunk,1.0.2
TA-VaultSync,developer,HashiCorp Vault Synchronization Add-on for Splunk,1.0.0
TA_splunk_health_status,developer,Health Status Overview-Splunk,1.0.0
HealthKitAppforSplunk,not_supported,HealthKit App for Splunk,1.0.0
Heartbleed_TA,developer,Heartbleed Command for Splunk,1.2
heatgrid_viz,developer,Heat Grid Viz,1.0.2
heat-map-viz,developer,Heat Map Viz,1.3.1
hockey,not_supported,Hockey Headlines and Web Pages,1.0.3
SA-holidays,developer,Holidays,1.0.0
homemonitor,not_supported,Home Monitor,4.5.0
homepage,developer,Homepage for Splunk,1.0.0
splunk_ta_honeydb,developer,HoneyDB Splunk App,1.0.0
horizon_chart_app,splunk,Horizon Chart - Custom Visualization,1.5.0
horseshoe_meter_app,splunk,Horseshoe Meter - Custom Visualization,1.5.0
alert_cs_contain,developer,Host Auto-Containment,1.0.0
TA_host_pinger,developer,Host Pinger Add-On,1.0.0
splunk_addon_huaweicloud,developer,HuaweiCloud Object-Storage-Service,0.1.0
TA-detectify,not_supported,Hurricane Labs Add-On for Detectify,1.0.2
TA-automox,developer,Hurricane Labs Add-on for Automox,0.2.1
TA-powershell_transcript,developer,Hurricane Labs Add-on for Windows PowerShell Transcript,0.1.2
Hurricane_Labs_App_for_Shodan,not_supported,Hurricane Labs App for Shodan,2.1.0
SA-HLThreatIntelligenceFeed,developer,Hurricane Labs Threat Intelligence Feed,1.2.0
TA-hysolate-data-inputs,developer,Hysolate Data Inputs,1.0.0
IA-vmware_app_for_splunk,developer,IA - VMware Carbon Black Cloud,1.1.0
IA-cb_psc_for_splunk,not_supported,IA- Enterprise EDR VMware Carbon Black Cloud,1.0.0
TA-iana-service-name-and-port-number-registry,not_supported,IANA Service Name and Port Number Registry,1.0.0
cicspa,not_supported,IBM CICS Performance Analyzer for z/OS Sample App for Splunk,1.0.0
de143b86-9208-11eb-b51a-02c65895b235,developer,IBM Cloud Connect For Splunk,Not Specified
TA-ibm_datapower,developer,IBM DataPower Add-on for Splunk,0.1.1
SA-Resilient,developer,IBM Resilient/SOAR Splunk Add-on,1.2.2
TA-ibm_secretserver,developer,IBM Secret Server Add-on for Splunk,0.1.0
2a1d87ec-b91c-11e5-8134-020b822305a3,developer,IBM Websphere MQ Modular Input for Splunk,Not Specified
6694d570-4f9f-11e7-98a0-06caacf1c708,developer,IBM Z Common Data Provider,Not Specified
ibm_cdpz_dashboards,developer,IBM Z Common Data Provider - Dashboards,1.1.0
17e984c8-e43d-11e8-ab5d-0621104e7070,not_supported,IBM Z Decision Support,Not Specified
1cb93c0e-7282-11e9-bc4e-029b055ba462,developer,IBM Z Operations Analytics,Not Specified
